Longitude	 Latitude
4.763893	 45.809515
4.763893	 45.809513
4.763896	 45.809496
4.763899	 45.809479
4.763902	 45.809462
4.763905	 45.809447
4.763905	 45.809447
4.763905	 45.809447
4.763905	 45.809447
4.763905	 45.809445
4.763910	 45.809427
4.763914	 45.809408
4.763919	 45.809390
4.763923	 45.809373
4.763923	 45.809373
4.763923	 45.809373
4.763923	 45.809373
4.763923	 45.809371
4.763928	 45.809351
4.763933	 45.809330
4.763938	 45.809309
4.763942	 45.809290
4.763942	 45.809290
4.763942	 45.809290
4.763942	 45.809290
4.763943	 45.809288
4.763948	 45.809270
4.763954	 45.809252
4.763960	 45.809234
4.763965	 45.809218
4.763965	 45.809218
4.763965	 45.809218
4.763965	 45.809218
4.763965	 45.809216
4.763967	 45.809201
4.763969	 45.809186
4.763971	 45.809171
4.763973	 45.809158
4.763973	 45.809158
4.763973	 45.809158
4.763973	 45.809158
4.763973	 45.809157
4.763977	 45.809144
4.763980	 45.809132
4.763984	 45.809119
4.763987	 45.809108
4.763987	 45.809108
4.763987	 45.809108
4.763987	 45.809108
4.763987	 45.809107
4.763989	 45.809096
4.763991	 45.809085
4.763993	 45.809073
4.763995	 45.809063
4.763995	 45.809063
4.763995	 45.809063
4.763995	 45.809063
4.763995	 45.809062
4.764000	 45.809048
4.764005	 45.809034
4.764010	 45.809020
4.764015	 45.809007
4.764015	 45.809007
4.764015	 45.809007
4.764015	 45.809007
4.764016	 45.809006
4.764026	 45.808988
4.764037	 45.808970
4.764048	 45.808953
4.764057	 45.808937
4.764057	 45.808937
4.764057	 45.808937
4.764057	 45.808937
4.764059	 45.808935
4.764074	 45.808912
4.764089	 45.808890
4.764104	 45.808868
4.764117	 45.808848
4.764117	 45.808848
4.764117	 45.808848
4.764117	 45.808848
4.764119	 45.808846
4.764144	 45.808821
4.764168	 45.808796
4.764193	 45.808771
4.764215	 45.808748
4.764215	 45.808748
4.764215	 45.808748
4.764215	 45.808748
4.764218	 45.808746
4.764253	 45.808721
4.764288	 45.808697
4.764323	 45.808672
4.764355	 45.808650
4.764355	 45.808650
4.764355	 45.808650
4.764355	 45.808650
4.764359	 45.808648
4.764404	 45.808626
4.764450	 45.808605
4.764495	 45.808583
4.764537	 45.808563
4.764537	 45.808563
4.764537	 45.808563
4.764537	 45.808563
4.764541	 45.808562
4.764595	 45.808547
4.764649	 45.808533
4.764704	 45.808518
4.764752	 45.808505
4.764752	 45.808505
4.764752	 45.808505
4.764752	 45.808505
4.764758	 45.808504
4.764813	 45.808493
4.764868	 45.808483
4.764924	 45.808472
4.764973	 45.808463
4.764973	 45.808463
4.764973	 45.808463
4.764973	 45.808463
4.764978	 45.808462
4.765032	 45.808453
4.765086	 45.808445
4.765139	 45.808436
4.765188	 45.808428
4.765188	 45.808428
4.765188	 45.808428
4.765188	 45.808428
4.765192	 45.808427
4.765234	 45.808420
4.765277	 45.808413
4.765319	 45.808406
4.765358	 45.808400
4.765358	 45.808400
4.765358	 45.808400
4.765358	 45.808400
4.765361	 45.808400
4.765399	 45.808397
4.765436	 45.808394
4.765474	 45.808391
4.765508	 45.808388
4.765508	 45.808388
4.765508	 45.808388
4.765508	 45.808388
4.765511	 45.808388
4.765543	 45.808389
4.765576	 45.808390
4.765609	 45.808391
4.765640	 45.808392
4.765640	 45.808392
4.765640	 45.808392
4.765640	 45.808392
4.765641	 45.808392
4.765656	 45.808391
4.765671	 45.808391
4.765686	 45.808390
4.765700	 45.808390
4.765700	 45.808390
4.765700	 45.808390
4.765700	 45.808390
4.765701	 45.808390
4.765715	 45.808390
4.765728	 45.808390
4.765741	 45.808390
4.765753	 45.808390
4.765753	 45.808390
4.765753	 45.808390
4.765753	 45.808390
4.765755	 45.808390
4.765777	 45.808388
4.765800	 45.808386
4.765822	 45.808384
4.765842	 45.808382
4.765842	 45.808382
4.765842	 45.808382
4.765842	 45.808382
4.765844	 45.808381
4.765873	 45.808370
4.765902	 45.808359
4.765931	 45.808347
4.765957	 45.808337
4.765957	 45.808337
4.765957	 45.808337
4.765957	 45.808337
4.765959	 45.808335
4.765981	 45.808313
4.766003	 45.808290
4.766025	 45.808268
4.766045	 45.808247
4.766045	 45.808247
4.766045	 45.808247
4.766045	 45.808247
4.766046	 45.808244
4.766051	 45.808214
4.766057	 45.808184
4.766062	 45.808155
4.766067	 45.808128
4.766067	 45.808128
4.766067	 45.808128
4.766067	 45.808128
4.766066	 45.808125
4.766061	 45.808096
4.766055	 45.808068
4.766050	 45.808039
4.766045	 45.808013
4.766045	 45.808013
4.766045	 45.808013
4.766045	 45.808013
4.766043	 45.808011
4.766022	 45.807992
4.766001	 45.807973
4.765979	 45.807954
4.765960	 45.807937
4.765960	 45.807937
4.765960	 45.807937
4.765960	 45.807937
4.765958	 45.807936
4.765940	 45.807920
4.765922	 45.807905
4.765904	 45.807889
4.765887	 45.807875
4.765887	 45.807875
4.765887	 45.807875
4.765887	 45.807875
4.765886	 45.807874
4.765867	 45.807863
4.765848	 45.807853
4.765829	 45.807842
4.765812	 45.807832
4.765812	 45.807832
4.765812	 45.807832
4.765812	 45.807832
4.765811	 45.807831
4.765800	 45.807824
4.765789	 45.807817
4.765778	 45.807809
4.765768	 45.807803
4.765768	 45.807803
4.765768	 45.807803
4.765768	 45.807803
4.765768	 45.807803
4.765765	 45.807801
4.765762	 45.807800
4.765759	 45.807798
4.765757	 45.807797
4.765757	 45.807797
4.765757	 45.807797
4.765757	 45.807797
4.765757	 45.807797
4.765757	 45.807797
4.765757	 45.807798
4.765757	 45.807798
4.765757	 45.807798
4.765757	 45.807798
4.765757	 45.807798
4.765757	 45.807798
4.765757	 45.807798
4.765757	 45.807798
4.765757	 45.807798
4.765757	 45.807798
4.765757	 45.807798
4.765757	 45.807798
4.765757	 45.807798
4.765757	 45.807798
4.765757	 45.807798
4.765757	 45.807798
4.765757	 45.807798
4.765757	 45.807798
4.765757	 45.807798
4.765757	 45.807798
4.765757	 45.807798
4.765757	 45.807798
4.765757	 45.807798
4.765757	 45.807798
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765758	 45.807797
4.765759	 45.807797
4.765759	 45.807797
4.765760	 45.807797
4.765760	 45.807797
4.765760	 45.807797
4.765760	 45.807797
4.765760	 45.807797
4.765760	 45.807797
4.765760	 45.807796
4.765760	 45.807796
4.765760	 45.807795
4.765760	 45.807795
4.765760	 45.807795
4.765760	 45.807795
4.765760	 45.807795
4.765760	 45.807795
4.765760	 45.807796
4.765760	 45.807796
4.765760	 45.807797
4.765760	 45.807797
4.765760	 45.807797
4.765760	 45.807797
4.765760	 45.807797
4.765760	 45.807797
4.765760	 45.807797
4.765760	 45.807797
4.765760	 45.807797
4.765760	 45.807797
4.765760	 45.807797
4.765760	 45.807797
4.765760	 45.807797
4.765760	 45.807797
4.765760	 45.807797
4.765760	 45.807797
4.765760	 45.807797
4.765760	 45.807797
4.765760	 45.807797
4.765760	 45.807797
4.765760	 45.807797
4.765760	 45.807797
4.765760	 45.807796
4.765760	 45.807796
4.765760	 45.807795
4.765760	 45.807795
4.765760	 45.807795
4.765760	 45.807795
4.765760	 45.807795
4.765759	 45.807795
4.765752	 45.807790
4.765745	 45.807786
4.765738	 45.807781
4.765732	 45.807777
4.765732	 45.807777
4.765732	 45.807777
4.765732	 45.807777
4.765731	 45.807776
4.765715	 45.807767
4.765699	 45.807759
4.765683	 45.807750
4.765668	 45.807742
4.765668	 45.807742
4.765668	 45.807742
4.765668	 45.807742
4.765666	 45.807741
4.765646	 45.807731
4.765625	 45.807720
4.765604	 45.807710
4.765585	 45.807700
4.765585	 45.807700
4.765585	 45.807700
4.765585	 45.807700
4.765583	 45.807699
4.765560	 45.807686
4.765537	 45.807673
4.765514	 45.807660
4.765493	 45.807648
4.765493	 45.807648
4.765493	 45.807648
4.765493	 45.807648
4.765491	 45.807647
4.765467	 45.807633
4.765444	 45.807619
4.765421	 45.807605
4.765400	 45.807592
4.765400	 45.807592
4.765400	 45.807592
4.765400	 45.807592
4.765399	 45.807590
4.765384	 45.807574
4.765370	 45.807558
4.765356	 45.807543
4.765343	 45.807528
4.765343	 45.807528
4.765343	 45.807528
4.765343	 45.807528
4.765342	 45.807527
4.765329	 45.807518
4.765315	 45.807509
4.765302	 45.807500
4.765290	 45.807492
4.765290	 45.807492
4.765290	 45.807492
4.765290	 45.807492
4.765289	 45.807492
4.765280	 45.807487
4.765271	 45.807483
4.765262	 45.807479
4.765253	 45.807475
4.765253	 45.807475
4.765253	 45.807475
4.765253	 45.807475
4.765253	 45.807475
4.765253	 45.807473
4.765253	 45.807471
4.765253	 45.807470
4.765253	 45.807468
4.765253	 45.807468
4.765253	 45.807468
4.765253	 45.807468
4.765253	 45.807468
4.765255	 45.807469
4.765258	 45.807469
4.765260	 45.807470
4.765262	 45.807470
4.765262	 45.807470
4.765262	 45.807470
4.765262	 45.807470
4.765262	 45.807470
4.765262	 45.807470
4.765262	 45.807470
4.765262	 45.807470
4.765262	 45.807470
4.765262	 45.807470
4.765262	 45.807470
4.765262	 45.807470
4.765262	 45.807470
4.765262	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765263	 45.807470
4.765264	 45.807470
4.765264	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765265	 45.807470
4.765266	 45.807470
4.765266	 45.807470
4.765267	 45.807470
4.765267	 45.807470
4.765267	 45.807470
4.765267	 45.807470
4.765267	 45.807470
4.765267	 45.807470
4.765267	 45.807469
4.765267	 45.807469
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807468
4.765267	 45.807469
4.765267	 45.807469
4.765267	 45.807470
4.765267	 45.807470
4.765267	 45.807470
4.765267	 45.807470
4.765267	 45.807470
4.765267	 45.807470
4.765266	 45.807469
4.765266	 45.807469
4.765265	 45.807468
4.765265	 45.807468
4.765265	 45.807468
4.765265	 45.807468
4.765265	 45.807468
4.765264	 45.807467
4.765252	 45.807459
4.765239	 45.807450
4.765227	 45.807441
4.765215	 45.807433
4.765215	 45.807433
4.765215	 45.807433
4.765215	 45.807433
4.765213	 45.807431
4.765192	 45.807416
4.765172	 45.807400
4.765151	 45.807384
4.765133	 45.807370
4.765133	 45.807370
4.765133	 45.807370
4.765133	 45.807370
4.765131	 45.807368
4.765106	 45.807350
4.765081	 45.807332
4.765056	 45.807313
4.765033	 45.807297
4.765033	 45.807297
4.765033	 45.807297
4.765033	 45.807297
4.765031	 45.807295
4.765010	 45.807278
4.764989	 45.807260
4.764967	 45.807243
4.764948	 45.807227
4.764948	 45.807227
4.764948	 45.807227
4.764948	 45.807227
4.764947	 45.807225
4.764940	 45.807206
4.764932	 45.807187
4.764925	 45.807168
4.764918	 45.807150
4.764918	 45.807150
4.764918	 45.807150
4.764918	 45.807150
4.764918	 45.807149
4.764925	 45.807132
4.764932	 45.807114
4.764939	 45.807097
4.764945	 45.807082
4.764945	 45.807082
4.764945	 45.807082
4.764945	 45.807082
4.764947	 45.807080
4.764963	 45.807062
4.764979	 45.807044
4.764995	 45.807026
4.765010	 45.807010
4.765010	 45.807010
4.765010	 45.807010
4.765010	 45.807010
4.765012	 45.807008
4.765034	 45.806988
4.765056	 45.806968
4.765077	 45.806948
4.765097	 45.806930
4.765097	 45.806930
4.765097	 45.806930
4.765097	 45.806930
4.765099	 45.806928
4.765124	 45.806902
4.765149	 45.806877
4.765174	 45.806851
4.765197	 45.806828
4.765197	 45.806828
4.765197	 45.806828
4.765197	 45.806828
4.765199	 45.806825
4.765223	 45.806795
4.765247	 45.806765
4.765271	 45.806735
4.765293	 45.806707
4.765293	 45.806707
4.765293	 45.806707
4.765293	 45.806707
4.765295	 45.806704
4.765314	 45.806669
4.765334	 45.806634
4.765354	 45.806599
4.765372	 45.806567
4.765372	 45.806567
4.765372	 45.806567
4.765372	 45.806567
4.765373	 45.806563
4.765384	 45.806523
4.765396	 45.806483
4.765407	 45.806443
4.765417	 45.806408
4.765417	 45.806408
4.765417	 45.806408
4.765417	 45.806408
4.765417	 45.806403
4.765420	 45.806360
4.765422	 45.806316
4.765425	 45.806272
4.765427	 45.806233
4.765427	 45.806233
4.765427	 45.806233
4.765427	 45.806233
4.765426	 45.806229
4.765412	 45.806180
4.765399	 45.806132
4.765385	 45.806084
4.765373	 45.806040
4.765373	 45.806040
4.765373	 45.806040
4.765373	 45.806040
4.765371	 45.806036
4.765349	 45.805990
4.765327	 45.805944
4.765305	 45.805898
4.765285	 45.805855
4.765285	 45.805855
4.765285	 45.805855
4.765285	 45.805855
4.765283	 45.805852
4.765257	 45.805811
4.765231	 45.805769
4.765204	 45.805728
4.765180	 45.805690
4.765180	 45.805690
4.765180	 45.805690
4.765180	 45.805690
4.765177	 45.805686
4.765153	 45.805646
4.765129	 45.805607
4.765105	 45.805568
4.765083	 45.805533
4.765083	 45.805533
4.765083	 45.805533
4.765083	 45.805533
4.765081	 45.805529
4.765058	 45.805493
4.765035	 45.805456
4.765012	 45.805420
4.764992	 45.805387
4.764992	 45.805387
4.764992	 45.805387
4.764992	 45.805387
4.764990	 45.805384
4.764967	 45.805349
4.764944	 45.805314
4.764921	 45.805279
4.764900	 45.805247
4.764900	 45.805247
4.764900	 45.805247
4.764900	 45.805247
4.764898	 45.805244
4.764879	 45.805214
4.764859	 45.805183
4.764840	 45.805153
4.764822	 45.805125
4.764822	 45.805125
4.764822	 45.805125
4.764822	 45.805125
4.764821	 45.805123
4.764804	 45.805102
4.764787	 45.805081
4.764771	 45.805060
4.764755	 45.805040
4.764755	 45.805040
4.764755	 45.805040
4.764755	 45.805040
4.764754	 45.805039
4.764745	 45.805026
4.764735	 45.805014
4.764726	 45.805001
4.764718	 45.804990
4.764718	 45.804990
4.764718	 45.804990
4.764718	 45.804990
4.764718	 45.804990
4.764714	 45.804989
4.764710	 45.804987
4.764706	 45.804986
4.764703	 45.804985
4.764703	 45.804985
4.764703	 45.804985
4.764703	 45.804985
4.764703	 45.804985
4.764704	 45.804986
4.764705	 45.804987
4.764706	 45.804987
4.764707	 45.804988
4.764707	 45.804988
4.764707	 45.804988
4.764707	 45.804988
4.764707	 45.804988
4.764707	 45.804988
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764708	 45.804987
4.764707	 45.804986
4.764706	 45.804984
4.764706	 45.804983
4.764705	 45.804982
4.764705	 45.804982
4.764705	 45.804982
4.764705	 45.804982
4.764704	 45.804981
4.764695	 45.804971
4.764686	 45.804961
4.764677	 45.804951
4.764668	 45.804942
4.764668	 45.804942
4.764668	 45.804942
4.764668	 45.804942
4.764666	 45.804941
4.764647	 45.804926
4.764627	 45.804911
4.764607	 45.804896
4.764588	 45.804882
4.764588	 45.804882
4.764588	 45.804882
4.764588	 45.804882
4.764585	 45.804880
4.764562	 45.804863
4.764539	 45.804845
4.764516	 45.804828
4.764495	 45.804812
4.764495	 45.804812
4.764495	 45.804812
4.764495	 45.804812
4.764494	 45.804810
4.764483	 45.804788
4.764471	 45.804766
4.764460	 45.804745
4.764450	 45.804725
4.764450	 45.804725
4.764450	 45.804725
4.764450	 45.804725
4.764451	 45.804723
4.764460	 45.804699
4.764470	 45.804675
4.764479	 45.804652
4.764488	 45.804630
4.764488	 45.804630
4.764488	 45.804630
4.764488	 45.804630
4.764491	 45.804629
4.764520	 45.804616
4.764550	 45.804602
4.764580	 45.804589
4.764608	 45.804577
4.764608	 45.804577
4.764608	 45.804577
4.764608	 45.804577
4.764610	 45.804577
4.764643	 45.804579
4.764675	 45.804581
4.764708	 45.804583
4.764738	 45.804585
4.764738	 45.804585
4.764738	 45.804585
4.764738	 45.804585
4.764742	 45.804586
4.764777	 45.804594
4.764811	 45.804602
4.764846	 45.804610
4.764877	 45.804617
4.764877	 45.804617
4.764877	 45.804617
4.764877	 45.804617
4.764881	 45.804617
4.764922	 45.804618
